Date,Place,Opp,Result,TmScore,OppScore,FG,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,FGOpp,FGAOpp,FG%Opp,3POpp,3PAOpp,3P%Opp,FTOpp,FTAOpp,FT%Opp,ORBOpp,TRBOpp,ASTOpp,STLOpp,BLKOpp,TOVOpp,PFOpp,Team
2021-01-08,1,Hawaii,L,83,88,32,68,0.471,7,24,0.292,12,15,0.8,9,38,9,3,2,14,25,30,61,0.492,8,24,0.333,20,30,0.667,4,28,10,7,2,7,17,california-riverside
2021-01-09,1,Hawaii,W,70,68,27,54,0.5,7,16,0.438,9,13,0.692,5,25,14,7,3,11,17,26,56,0.464,8,21,0.381,8,13,0.615,7,26,11,2,0,14,15,california-riverside
2021-01-12,0,USC,L,62,67,24,61,0.393,12,32,0.375,2,9,0.222,9,33,17,6,3,10,20,24,63,0.381,3,21,0.143,16,22,0.727,14,45,6,4,9,9,14,california-riverside
2021-01-15,0,Cal Poly,W,86,51,34,66,0.515,12,25,0.48,6,10,0.6,8,43,19,8,5,9,17,18,60,0.3,7,23,0.304,8,13,0.615,6,29,9,4,5,12,11,california-riverside
2021-01-16,0,Cal Poly,W,70,53,27,58,0.466,10,26,0.385,6,12,0.5,10,41,17,6,0,10,16,17,55,0.309,8,22,0.364,11,13,0.846,4,24,14,5,1,7,11,california-riverside
2021-01-22,1,Cal State Bakersfield,L,45,47,16,51,0.314,3,18,0.167,10,13,0.769,7,39,10,5,3,16,15,17,59,0.288,5,16,0.313,8,12,0.667,7,32,8,2,5,10,14,california-riverside
2021-01-23,1,Cal State Bakersfield,W,70,63,23,54,0.426,8,22,0.364,16,21,0.762,8,31,13,6,3,10,14,25,58,0.431,5,13,0.385,8,12,0.667,11,37,14,4,3,12,19,california-riverside
2021-01-31,1,UC-San Diego,W,71,59,26,62,0.419,13,31,0.419,6,6,1,8,42,18,7,3,13,14,21,58,0.362,11,30,0.367,6,12,0.5,5,31,12,5,1,14,8,california-riverside
2021-02-12,1,UC-Irvine,W,86,65,31,59,0.525,14,26,0.538,10,14,0.714,5,32,16,9,1,9,18,24,59,0.407,5,14,0.357,12,18,0.667,5,27,6,5,1,12,14,california-riverside
2021-02-13,1,UC-Irvine,L,67,73,23,58,0.397,12,33,0.364,9,12,0.75,5,28,14,5,3,9,15,27,62,0.435,7,16,0.438,12,15,0.8,14,43,11,6,2,9,15,california-riverside
2021-02-19,0,UC-San Diego,W,81,75,29,56,0.518,14,29,0.483,9,10,0.9,4,36,16,4,4,13,16,28,62,0.452,10,31,0.323,9,14,0.643,2,22,19,6,2,6,14,california-riverside
2021-02-20,0,UC-San Diego,L,82,83,35,65,0.538,6,20,0.3,6,13,0.462,9,37,15,5,2,12,18,28,57,0.491,15,30,0.5,12,14,0.857,1,20,17,4,2,11,16,california-riverside
2021-02-26,1,UCSB,L,68,72,27,55,0.491,4,14,0.286,10,12,0.833,6,24,10,5,4,5,16,28,53,0.528,5,17,0.294,11,16,0.688,7,28,14,2,2,9,15,california-riverside
2021-02-27,1,UCSB,W,68,52,24,56,0.429,7,17,0.412,13,17,0.765,9,35,12,6,3,11,17,19,52,0.365,4,16,0.25,10,14,0.714,9,29,6,9,2,16,17,california-riverside
2021-03-05,0,Cal State Northridge,W,72,68,25,55,0.455,12,30,0.4,10,14,0.714,6,35,15,3,1,14,14,26,63,0.413,6,18,0.333,10,15,0.667,10,35,10,6,2,10,14,california-riverside
2021-03-06,0,Cal State Northridge,W,66,65,21,59,0.356,5,27,0.185,19,25,0.76,9,34,13,7,2,10,12,28,61,0.459,6,22,0.273,3,11,0.273,7,34,19,5,3,12,18,california-riverside
2021-03-11,2,Hawaii,W,62,52,24,61,0.393,9,24,0.375,5,7,0.714,6,31,11,10,2,8,16,19,52,0.365,5,20,0.25,9,12,0.75,7,31,10,4,2,13,12,california-riverside
2021-03-12,2,UC-Irvine,L,61,78,21,61,0.344,6,29,0.207,13,14,0.929,7,25,11,3,1,9,20,23,50,0.46,6,17,0.353,26,30,0.867,7,32,8,7,5,10,19,california-riverside
2020-12-22,1,St. Katherine,W,77,51,26,63,0.413,10,31,0.323,15,19,0.789,6,35,17,10,8,14,12,23,67,0.343,1,13,0.077,4,6,0.667,11,40,14,7,2,21,17,california-san-diego
2020-12-23,1,St. Katherine,W,75,39,26,59,0.441,14,40,0.35,9,13,0.692,5,27,21,19,4,8,14,16,47,0.34,3,13,0.231,4,12,0.333,5,34,11,6,1,24,13,california-san-diego
2021-01-09,1,UC-Irvine,L,65,79,26,57,0.456,8,30,0.267,5,10,0.5,4,22,14,8,2,15,17,26,53,0.491,9,21,0.429,18,21,0.857,6,33,14,9,1,17,17,california-san-diego
2021-01-15,0,UCSB,L,52,69,19,49,0.388,8,23,0.348,6,11,0.545,3,24,16,3,2,19,12,29,66,0.439,6,20,0.3,5,10,0.5,14,42,17,10,2,11,10,california-san-diego
2021-01-16,0,UCSB,L,53,84,19,53,0.358,5,24,0.208,10,12,0.833,6,23,8,3,0,12,14,34,62,0.548,8,20,0.4,8,12,0.667,10,39,24,3,3,12,15,california-san-diego
2021-01-22,1,UC-Davis,W,89,69,36,53,0.679,11,21,0.524,6,8,0.75,2,28,28,8,2,21,17,25,66,0.379,4,15,0.267,15,22,0.682,12,29,11,8,0,14,12,california-san-diego
2021-01-23,1,UC-Davis,L,71,78,25,52,0.481,6,22,0.273,15,24,0.625,8,28,11,5,3,21,20,26,55,0.473,9,20,0.45,17,21,0.81,9,29,16,9,4,18,22,california-san-diego
2021-01-31,0,UC-Riverside,L,59,71,21,58,0.362,11,30,0.367,6,12,0.5,5,31,12,5,1,14,8,26,62,0.419,13,31,0.419,6,6,1,8,42,18,7,3,13,14,california-san-diego
2021-02-07,1,Bethesda University (CA),W,101,64,35,68,0.515,22,45,0.489,9,12,0.75,9,45,25,7,1,11,9,23,65,0.354,10,33,0.303,8,11,0.727,7,30,6,5,3,14,11,california-san-diego
2021-02-12,0,Cal State Bakersfield,L,71,76,26,54,0.481,12,32,0.375,7,8,0.875,6,25,16,2,0,14,16,31,61,0.508,8,26,0.308,6,12,0.5,13,32,19,8,2,10,14,california-san-diego
2021-02-13,0,Cal State Bakersfield,L,50,65,20,48,0.417,9,24,0.375,1,6,0.167,2,23,12,2,3,13,6,24,63,0.381,9,26,0.346,8,8,1,15,40,20,7,5,8,9,california-san-diego
2021-02-19,1,UC-Riverside,L,75,81,28,62,0.452,10,31,0.323,9,14,0.643,2,22,19,6,2,6,14,29,56,0.518,14,29,0.483,9,10,0.9,4,36,16,4,4,13,16,california-san-diego
2021-02-20,1,UC-Riverside,W,83,82,28,57,0.491,15,30,0.5,12,14,0.857,1,20,17,4,2,11,16,35,65,0.538,6,20,0.3,6,13,0.462,9,37,15,5,2,12,18,california-san-diego
2021-02-26,0,UC-Irvine,L,55,80,20,60,0.333,9,32,0.281,6,8,0.75,9,27,13,5,0,13,13,37,62,0.597,1,9,0.111,5,9,0.556,8,37,17,11,3,8,13,california-san-diego
2021-02-27,0,UC-Irvine,L,64,75,24,58,0.414,12,33,0.364,4,10,0.4,5,29,18,8,3,12,15,28,59,0.475,6,12,0.5,13,16,0.813,5,35,15,9,6,12,11,california-san-diego
2021-03-05,1,Cal State Fullerton,W,89,85,34,65,0.523,16,33,0.485,5,16,0.313,7,27,24,13,4,10,16,31,63,0.492,7,20,0.35,16,21,0.762,9,39,14,4,0,17,15,california-san-diego
2021-03-06,1,Cal State Fullerton,W,85,78,34,57,0.596,10,19,0.526,7,10,0.7,3,27,23,8,0,8,13,30,61,0.492,9,18,0.5,9,10,0.9,5,27,16,5,2,10,13,california-san-diego
2020-11-29,1,St. Katherine,W,92,55,40,72,0.556,8,26,0.308,4,10,0.4,13,42,24,10,2,8,9,23,60,0.383,6,22,0.273,3,4,0.75,4,20,13,4,2,13,14,california-santa-barbara
2020-12-03,1,Bethesda University (CA),W,123,52,49,72,0.681,11,24,0.458,14,22,0.636,17,56,34,8,7,10,10,18,55,0.327,9,24,0.375,7,16,0.438,2,12,10,6,0,16,21,california-santa-barbara
2020-12-07,1,Loyola Marymount,W,69,58,24,50,0.48,7,17,0.412,14,18,0.778,5,25,16,6,6,10,25,18,59,0.305,1,14,0.071,21,31,0.677,19,40,7,3,1,14,16,california-santa-barbara
2020-12-12,0,Loyola Marymount,L,76,81,25,52,0.481,11,24,0.458,15,20,0.75,4,23,17,7,3,11,18,28,53,0.528,11,23,0.478,14,19,0.737,4,28,14,5,1,16,23,california-santa-barbara
2020-12-19,0,Pepperdine,W,75,63,25,55,0.455,9,23,0.391,16,23,0.696,7,37,20,6,2,12,21,22,57,0.386,3,18,0.167,16,20,0.8,5,28,13,7,3,12,18,california-santa-barbara
2020-12-27,0,UC-Irvine,L,56,75,18,56,0.321,3,25,0.12,17,26,0.654,7,28,7,7,1,9,14,31,58,0.534,3,7,0.429,10,13,0.769,6,33,14,7,1,14,20,california-santa-barbara
2020-12-28,0,UC-Irvine,L,69,73,21,53,0.396,8,20,0.4,19,19,1,7,23,10,5,1,10,18,24,54,0.444,7,17,0.412,18,20,0.9,7,27,8,5,3,14,20,california-santa-barbara
2021-01-01,1,Cal State Fullerton,W,81,63,34,64,0.531,6,15,0.4,7,13,0.538,12,37,22,9,4,11,16,26,55,0.473,5,16,0.313,6,10,0.6,3,22,10,4,1,17,16,california-santa-barbara
2021-01-02,1,Cal State Fullerton,W,65,61,20,57,0.351,3,19,0.158,22,27,0.815,7,28,16,14,4,8,17,17,45,0.378,8,14,0.571,19,19,1,4,28,9,3,1,22,22,california-santa-barbara
2021-01-15,1,UC-San Diego,W,69,52,29,66,0.439,6,20,0.3,5,10,0.5,14,42,17,10,2,11,10,19,49,0.388,8,23,0.348,6,11,0.545,3,24,16,3,2,19,12,california-santa-barbara
2021-01-16,1,UC-San Diego,W,84,53,34,62,0.548,8,20,0.4,8,12,0.667,10,39,24,3,3,12,15,19,53,0.358,5,24,0.208,10,12,0.833,6,23,8,3,0,12,14,california-santa-barbara
2021-01-22,0,Cal State Northridge,W,105,58,39,64,0.609,11,19,0.579,16,23,0.696,12,41,22,15,2,9,13,22,60,0.367,6,25,0.24,8,10,0.8,8,24,5,5,3,17,17,california-santa-barbara
2021-01-23,0,Cal State Northridge,W,80,66,27,50,0.54,6,16,0.375,20,23,0.87,4,30,13,2,1,8,20,25,55,0.455,5,15,0.333,11,16,0.688,4,24,12,4,2,10,19,california-santa-barbara
2021-01-29,0,UC-Davis,W,72,51,30,51,0.588,5,14,0.357,7,13,0.538,4,35,16,5,6,12,17,18,58,0.31,3,14,0.214,12,16,0.75,9,28,7,6,1,12,13,california-santa-barbara
2021-01-30,0,UC-Davis,W,89,86,28,57,0.491,11,22,0.5,22,28,0.786,5,27,12,5,0,14,25,27,61,0.443,8,19,0.421,24,29,0.828,9,33,9,4,3,13,25,california-santa-barbara
2021-02-12,0,Hawaii,W,59,50,22,60,0.367,3,16,0.188,12,15,0.8,9,32,11,6,6,7,14,18,54,0.333,4,18,0.222,10,11,0.909,7,29,5,3,2,12,17,california-santa-barbara
2021-02-13,0,Hawaii,W,81,74,29,54,0.537,3,9,0.333,20,23,0.87,2,25,13,7,4,18,23,23,51,0.451,8,17,0.471,20,29,0.69,5,24,11,7,4,18,22,california-santa-barbara
2021-02-19,1,Cal State Bakersfield,W,71,66,24,54,0.444,9,21,0.429,14,15,0.933,12,26,17,7,5,11,13,28,56,0.5,8,17,0.471,2,4,0.5,11,27,17,2,3,11,15,california-santa-barbara
2021-02-20,1,Cal State Bakersfield,W,63,44,20,40,0.5,10,22,0.455,13,17,0.765,3,24,20,8,2,12,18,16,43,0.372,3,13,0.231,9,15,0.6,7,23,8,4,4,13,13,california-santa-barbara
2021-02-26,0,UC-Riverside,W,72,68,28,53,0.528,5,17,0.294,11,16,0.688,7,28,14,2,2,9,15,27,55,0.491,4,14,0.286,10,12,0.833,6,24,10,5,4,5,16,california-santa-barbara
2021-02-27,0,UC-Riverside,L,52,68,19,52,0.365,4,16,0.25,10,14,0.714,9,29,6,9,2,16,17,24,56,0.429,7,17,0.412,13,17,0.765,9,35,12,6,3,11,17,california-santa-barbara
2021-03-05,1,Cal Poly,W,71,57,26,55,0.473,3,16,0.188,16,21,0.762,9,30,19,12,1,11,15,24,49,0.49,4,10,0.4,5,7,0.714,4,24,11,7,2,17,16,california-santa-barbara
2021-03-06,1,Cal Poly,W,70,54,26,61,0.426,8,25,0.32,10,12,0.833,12,35,19,10,3,10,13,20,48,0.417,6,18,0.333,8,10,0.8,2,23,13,4,1,16,17,california-santa-barbara
2021-03-11,2,Long Beach State,W,95,87,31,62,0.5,7,21,0.333,26,32,0.813,11,34,15,8,1,13,14,34,71,0.479,10,20,0.5,9,13,0.692,6,26,12,7,1,10,21,california-santa-barbara
2021-03-12,2,UC-Davis,W,71,55,20,47,0.426,3,13,0.231,28,34,0.824,3,30,7,8,2,6,10,22,53,0.415,5,19,0.263,6,8,0.75,4,28,11,3,3,12,24,california-santa-barbara
2021-03-13,2,UC-Irvine,W,79,63,29,58,0.5,8,21,0.381,13,19,0.684,9,32,12,8,0,6,13,24,54,0.444,3,12,0.25,12,14,0.857,6,27,5,3,4,10,17,california-santa-barbara
2021-03-20,2,Creighton,L,62,63,22,57,0.386,5,21,0.238,13,17,0.765,10,36,15,2,3,7,16,26,58,0.448,7,25,0.28,4,7,0.571,7,28,18,4,3,8,14,california-santa-barbara
2020-11-25,0,San Diego State,L,58,73,17,43,0.395,7,21,0.333,17,24,0.708,6,26,10,1,2,14,18,27,58,0.466,9,23,0.391,10,12,0.833,10,30,16,5,2,8,21,ucla
2020-11-27,2,Pepperdine,W,107,98,36,82,0.439,10,34,0.294,25,37,0.676,12,46,22,5,3,10,25,30,75,0.4,9,41,0.22,29,33,0.879,5,38,19,5,3,15,29,ucla
2020-12-03,1,Seattle,W,78,52,28,51,0.549,6,16,0.375,16,24,0.667,7,42,16,6,4,15,17,23,59,0.39,3,23,0.13,3,9,0.333,6,22,8,10,3,14,23,ucla
2020-12-06,1,California,W,76,56,30,50,0.6,8,14,0.571,8,15,0.533,6,31,23,6,0,11,10,22,49,0.449,9,26,0.346,3,5,0.6,3,22,11,3,0,13,18,ucla
2020-12-09,1,San Diego,W,83,56,30,65,0.462,6,13,0.462,17,22,0.773,15,48,15,7,6,10,15,19,61,0.311,8,19,0.421,10,15,0.667,6,26,12,5,2,12,18,ucla
2020-12-11,1,Marquette,W,69,60,23,56,0.411,6,23,0.261,17,21,0.81,8,30,13,6,4,7,18,22,53,0.415,4,20,0.2,12,15,0.8,9,32,9,3,3,16,24,ucla
2020-12-19,2,Ohio State,L,70,77,24,60,0.4,4,13,0.308,18,24,0.75,13,31,13,3,1,6,18,25,50,0.5,8,22,0.364,19,26,0.731,8,28,11,2,4,7,19,ucla
2020-12-31,1,Utah,W,72,70,26,56,0.464,10,20,0.5,10,14,0.714,9,28,16,5,3,8,13,26,52,0.5,9,22,0.409,9,12,0.75,5,25,10,2,2,9,17,ucla
2021-01-02,1,Colorado,W,65,62,25,53,0.472,3,15,0.2,12,14,0.857,9,30,13,4,1,12,13,23,53,0.434,6,23,0.261,10,13,0.769,7,26,9,5,1,11,14,ucla
2021-01-07,0,Arizona State,W,81,75,29,64,0.453,9,23,0.391,14,24,0.583,11,40,17,3,3,18,17,28,72,0.389,6,26,0.231,13,16,0.813,10,37,11,10,4,11,22,ucla
2021-01-09,0,Arizona,W,81,76,24,49,0.49,6,13,0.462,27,32,0.844,10,31,6,4,0,9,17,28,65,0.431,8,23,0.348,12,16,0.75,13,30,15,5,2,9,25,ucla
2021-01-14,1,Washington State,W,91,61,33,61,0.541,9,16,0.563,16,18,0.889,12,36,20,9,5,12,14,23,50,0.46,7,19,0.368,8,11,0.727,6,20,8,4,3,17,15,ucla
2021-01-16,1,Washington,W,81,76,29,70,0.414,9,20,0.45,14,17,0.824,13,39,17,5,2,6,12,30,58,0.517,10,23,0.435,6,10,0.6,4,28,13,4,4,11,21,ucla
2021-01-21,0,California,W,61,57,24,52,0.462,4,10,0.4,9,12,0.75,9,36,10,5,4,14,11,21,53,0.396,10,22,0.455,5,7,0.714,2,20,12,5,2,10,13,ucla
2021-01-23,0,Stanford,L,72,73,25,60,0.417,9,25,0.36,13,14,0.929,8,27,11,10,3,13,20,24,53,0.453,5,18,0.278,20,24,0.833,7,29,15,10,2,11,12,ucla
2021-01-30,1,Oregon State,W,57,52,17,52,0.327,6,24,0.25,17,23,0.739,10,33,12,8,1,6,12,20,47,0.426,7,20,0.35,5,7,0.714,5,31,11,3,2,15,20,ucla
2021-02-06,0,USC,L,48,66,21,62,0.339,3,19,0.158,3,8,0.375,11,31,11,5,3,9,12,23,56,0.411,9,26,0.346,11,16,0.688,13,39,15,3,5,11,13,ucla
2021-02-11,0,Washington State,L,73,81,26,59,0.441,5,20,0.25,16,23,0.696,7,28,12,7,4,10,23,24,51,0.471,13,22,0.591,20,28,0.714,8,33,17,4,3,14,21,ucla
2021-02-13,0,Washington,W,64,61,24,51,0.471,10,20,0.5,6,18,0.333,5,34,13,2,3,14,17,21,58,0.362,10,21,0.476,9,14,0.643,5,29,11,7,1,9,18,ucla
2021-02-18,1,Arizona,W,74,60,32,60,0.533,4,15,0.267,6,9,0.667,5,31,9,9,1,7,18,21,50,0.42,4,16,0.25,14,20,0.7,8,32,9,2,4,16,14,ucla
2021-02-20,1,Arizona State,W,80,79,27,57,0.474,7,18,0.389,19,23,0.826,9,37,16,3,1,11,17,28,61,0.459,10,20,0.5,13,17,0.765,4,24,13,3,2,5,19,ucla
2021-02-25,0,Utah,W,76,61,31,56,0.554,11,19,0.579,3,4,0.75,2,28,13,5,5,10,7,26,58,0.448,9,21,0.429,0,0,,2,22,19,5,6,8,10,ucla
2021-02-27,0,Colorado,L,61,70,21,46,0.457,5,13,0.385,14,19,0.737,5,27,9,3,1,14,17,25,54,0.463,5,15,0.333,15,18,0.833,7,26,9,4,2,6,14,ucla
2021-03-03,0,Oregon,L,74,82,31,56,0.554,6,18,0.333,6,7,0.857,8,23,17,3,1,14,14,31,51,0.608,8,17,0.471,12,16,0.75,6,24,11,9,3,11,16,ucla
2021-03-06,1,USC,L,63,64,26,51,0.51,5,9,0.556,6,11,0.545,4,24,12,3,5,9,17,25,53,0.472,4,16,0.25,10,20,0.5,6,28,9,5,5,10,14,ucla
2021-03-11,2,Oregon State,L,79,83,27,63,0.429,5,20,0.25,20,27,0.741,14,40,8,5,3,14,23,25,59,0.424,10,25,0.4,23,29,0.793,8,30,13,9,2,11,25,ucla
2021-03-18,2,Michigan State,W,86,80,31,67,0.463,9,18,0.5,15,20,0.75,11,29,13,2,3,8,15,29,61,0.475,6,18,0.333,16,18,0.889,10,31,16,2,6,11,19,ucla
2021-03-20,2,BYU,W,73,62,28,58,0.483,8,19,0.421,9,16,0.563,8,28,10,3,3,3,18,25,51,0.49,3,17,0.176,9,16,0.563,8,32,5,1,2,10,18,ucla
2021-03-22,2,Abilene Christian,W,67,47,27,58,0.466,7,19,0.368,6,13,0.462,11,41,15,4,4,7,15,17,57,0.298,4,19,0.211,9,11,0.818,7,30,13,3,2,9,15,ucla
2021-03-28,2,Alabama,W,88,78,29,74,0.392,10,29,0.345,20,25,0.8,12,38,12,8,7,7,21,30,69,0.435,7,28,0.25,11,25,0.44,11,41,9,6,5,14,23,ucla
2021-03-30,2,Michigan,W,51,49,21,54,0.389,3,13,0.231,6,7,0.857,6,27,12,5,2,8,14,20,51,0.392,3,11,0.273,6,11,0.545,8,32,12,5,3,14,11,ucla
2021-04-03,2,Gonzaga,L,90,93,34,59,0.576,8,17,0.471,14,21,0.667,7,31,21,4,1,9,16,37,63,0.587,7,21,0.333,12,20,0.6,4,23,26,8,3,10,16,ucla
2020-11-27,1,UNC Wilmington,L,68,76,29,63,0.46,3,17,0.176,7,12,0.583,7,30,15,6,8,16,26,24,50,0.48,4,11,0.364,24,32,0.75,4,26,10,7,4,10,15,north-carolina-asheville
2020-11-28,1,Western Carolina,L,81,83,26,57,0.456,6,19,0.316,23,38,0.605,12,35,9,5,5,20,24,27,65,0.415,5,26,0.192,24,29,0.828,10,31,12,8,4,15,26,north-carolina-asheville
2020-12-05,1,South Carolina State,W,77,56,29,56,0.518,9,22,0.409,10,20,0.5,11,37,17,9,7,18,18,23,62,0.371,3,20,0.15,7,12,0.583,9,31,14,6,3,17,21,north-carolina-asheville
2020-12-12,1,High Point,W,80,67,32,65,0.492,13,36,0.361,3,9,0.333,11,32,19,9,5,14,17,27,59,0.458,2,16,0.125,11,19,0.579,8,31,13,8,3,16,12,north-carolina-asheville
2020-12-13,1,High Point,W,90,84,30,55,0.545,12,28,0.429,18,26,0.692,5,27,20,11,4,16,23,31,68,0.456,5,16,0.313,17,24,0.708,12,32,14,8,1,14,20,north-carolina-asheville
2020-12-16,0,Chattanooga,L,66,69,29,62,0.468,6,20,0.3,2,7,0.286,9,35,11,7,4,12,14,25,55,0.455,9,19,0.474,10,14,0.714,5,33,14,6,2,11,11,north-carolina-asheville
2020-12-22,0,Marshall,L,67,88,27,61,0.443,9,26,0.346,4,12,0.333,9,28,12,5,1,20,19,32,62,0.516,12,28,0.429,12,16,0.75,7,34,19,6,9,12,18,north-carolina-asheville
2020-12-30,0,Longwood,W,80,73,31,62,0.5,10,34,0.294,8,13,0.615,7,30,16,3,5,8,17,25,56,0.446,5,16,0.313,18,24,0.75,9,35,8,5,1,9,14,north-carolina-asheville
2020-12-31,0,Longwood,L,55,65,20,58,0.345,8,28,0.286,7,14,0.5,10,33,12,6,4,15,15,24,55,0.436,4,12,0.333,13,16,0.813,5,35,7,8,3,10,16,north-carolina-asheville
2021-01-09,0,Hampton,L,71,73,26,67,0.388,6,24,0.25,13,17,0.765,9,35,13,9,2,12,12,31,62,0.5,4,15,0.267,7,9,0.778,5,38,12,5,10,15,13,north-carolina-asheville
2021-01-10,0,Hampton,W,85,77,31,59,0.525,9,23,0.391,14,26,0.538,8,28,10,9,3,10,16,28,62,0.452,8,18,0.444,13,19,0.684,10,37,14,6,4,15,24,north-carolina-asheville
2021-01-14,1,Charleston Southern,W,92,54,36,63,0.571,13,26,0.5,7,11,0.636,9,36,20,6,7,13,18,17,59,0.288,6,21,0.286,14,22,0.636,12,28,6,5,2,17,12,north-carolina-asheville
2021-01-15,1,Charleston Southern,W,83,75,31,58,0.534,6,19,0.316,15,23,0.652,4,26,12,10,6,13,21,27,59,0.458,5,21,0.238,16,22,0.727,7,29,11,4,3,14,19,north-carolina-asheville
2021-01-19,0,Gardner-Webb,W,79,75,26,53,0.491,7,17,0.412,20,28,0.714,11,35,13,4,4,14,20,27,57,0.474,10,23,0.435,11,18,0.611,11,25,17,4,9,9,22,north-carolina-asheville
2021-01-20,0,Gardner-Webb,L,57,84,22,47,0.468,4,14,0.286,9,14,0.643,0,13,7,7,3,11,17,31,56,0.554,10,17,0.588,12,17,0.706,12,35,17,6,9,12,15,north-carolina-asheville
2021-01-24,1,Radford,W,76,68,25,66,0.379,13,27,0.481,13,17,0.765,9,26,12,12,2,8,19,23,48,0.479,5,17,0.294,17,23,0.739,7,35,8,3,4,21,16,north-carolina-asheville
2021-01-25,1,Radford,L,63,73,22,55,0.4,6,13,0.462,13,17,0.765,8,23,11,8,2,12,19,27,58,0.466,5,17,0.294,14,22,0.636,11,37,12,5,2,15,14,north-carolina-asheville
2021-01-28,0,Winthrop,L,80,84,30,52,0.577,11,17,0.647,9,15,0.6,3,26,9,2,5,17,22,29,69,0.42,10,24,0.417,16,26,0.615,17,37,15,12,3,8,11,north-carolina-asheville
2021-01-29,0,Winthrop,W,57,55,20,42,0.476,6,19,0.316,11,17,0.647,8,32,8,2,9,20,20,22,69,0.319,3,20,0.15,8,14,0.571,24,40,4,6,1,6,18,north-carolina-asheville
2021-03-01,1,Longwood,L,61,77,26,51,0.51,4,21,0.19,5,12,0.417,5,20,8,10,1,18,11,33,61,0.541,5,13,0.385,6,7,0.857,11,32,12,12,5,15,12,north-carolina-asheville
2020-11-27,2,Little Rock,W,77,70,27,59,0.458,7,26,0.269,16,26,0.615,16,36,13,9,7,17,24,24,48,0.5,5,11,0.455,17,21,0.81,5,22,11,9,1,16,23,north-carolina-greensboro
2020-12-01,2,Winthrop,L,67,75,23,67,0.343,7,29,0.241,14,18,0.778,13,42,11,8,3,20,28,22,54,0.407,6,15,0.4,25,37,0.676,9,40,11,10,2,18,18,north-carolina-greensboro
2020-12-02,2,Duquesne,L,68,81,28,64,0.438,9,25,0.36,3,9,0.333,12,33,15,5,7,19,25,25,54,0.463,6,17,0.353,25,33,0.758,8,33,9,10,1,12,15,north-carolina-greensboro
2020-12-10,0,Coppin State,L,80,86,31,82,0.378,5,36,0.139,13,17,0.765,18,48,10,8,3,16,23,28,53,0.528,10,25,0.4,20,32,0.625,1,33,16,6,6,17,20,north-carolina-greensboro
2020-12-13,1,Norfolk State,W,64,47,22,61,0.361,4,23,0.174,16,25,0.64,14,40,12,7,5,13,19,16,47,0.34,2,11,0.182,13,22,0.591,4,27,4,7,2,13,23,north-carolina-greensboro
2020-12-15,1,USC Upstate,W,65,57,24,56,0.429,6,20,0.3,11,16,0.688,7,33,11,4,3,13,11,20,55,0.364,7,22,0.318,10,16,0.625,5,31,9,5,2,14,15,north-carolina-greensboro
2020-12-19,0,Elon,W,71,64,25,62,0.403,9,26,0.346,12,18,0.667,10,33,10,9,3,10,24,18,46,0.391,6,19,0.316,22,28,0.786,6,29,10,3,1,12,18,north-carolina-greensboro
2020-12-22,0,North Carolina A&T,W,86,65,34,85,0.4,9,34,0.265,9,11,0.818,20,56,22,6,6,10,26,20,62,0.323,3,16,0.188,22,38,0.579,11,31,15,5,5,10,15,north-carolina-greensboro
2021-01-02,1,ETSU,L,61,71,19,58,0.328,7,21,0.333,16,20,0.8,9,28,9,9,6,9,15,25,56,0.446,7,15,0.467,14,20,0.7,15,42,8,4,1,18,19,north-carolina-greensboro
2021-01-06,0,Wofford,W,84,75,30,64,0.469,11,27,0.407,13,19,0.684,14,35,13,10,3,11,21,24,55,0.436,10,31,0.323,17,22,0.773,9,28,13,5,6,16,16,north-carolina-greensboro
2021-01-09,1,Wofford,L,45,48,20,58,0.345,4,27,0.148,1,2,0.5,12,40,6,5,5,14,13,16,54,0.296,7,27,0.259,9,11,0.818,9,29,9,3,1,14,7,north-carolina-greensboro
2021-01-14,0,Samford,W,87,63,30,62,0.484,11,31,0.355,16,26,0.615,7,37,15,7,7,11,22,20,63,0.317,5,26,0.192,18,28,0.643,16,39,5,5,1,19,24,north-carolina-greensboro
2021-01-16,0,Samford,W,82,70,26,62,0.419,11,30,0.367,19,28,0.679,12,35,15,6,1,8,18,27,60,0.45,7,28,0.25,9,18,0.5,12,38,15,3,2,15,22,north-carolina-greensboro
2021-01-18,1,The Citadel,W,87,73,38,73,0.521,5,20,0.25,6,11,0.545,12,36,11,8,7,6,19,26,61,0.426,9,33,0.273,12,18,0.667,7,30,9,2,2,11,14,north-carolina-greensboro
2021-01-23,0,Chattanooga,W,74,66,30,64,0.469,5,20,0.25,9,11,0.818,11,35,13,4,2,7,14,25,55,0.455,7,21,0.333,9,10,0.9,4,21,12,5,3,9,16,north-carolina-greensboro
2021-01-27,1,Mercer,W,81,68,31,66,0.47,9,20,0.45,10,13,0.769,14,35,15,2,2,11,13,24,49,0.49,7,14,0.5,13,16,0.813,2,22,15,7,3,14,17,north-carolina-greensboro
2021-01-30,1,VMI,W,76,59,31,72,0.431,8,27,0.296,6,9,0.667,8,39,9,15,3,7,18,21,58,0.362,8,34,0.235,9,13,0.692,7,40,11,2,3,19,13,north-carolina-greensboro
